Avg. Area Income;Avg. Area House Age;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price;Address
7855512950347400;76042535010058800;6439048721458490;4.34;34514158561094900;15806916168731600;00149 Raymond Knolls New Jason   UT 75026
8207352161741920;5003089091100420;70899301935511100;4.23;3633702712143870;11286444616760000;59227 Caitlin Village Apt. 363 Jameshaven   SD 84032
6425416327142640;50944763068768800;8629541561182290;4.19;5805103904696990;1524689063301800;9055 Underwood Extensions Suite 383 Parksmouth   AS 32380
5343258656893660;66764474916797500;855389539300312;5.3;36804948671229600;11764205593819100;33116 Guzman Extensions West Jacquelineland   MA 77004
6788312866759200;71439565426728600;75841883957976300;5.41;3463941154347620;1456273723935140;528 Mary Stream Hernandezfort   UT 06463-1898
9183298968672240;61277721472786100;7598933045252060;4.45;3110511339241050;17775164494720000;6789 Jacqueline Mount Suite 847 North Susantown   IA 57584-3307
7067087889394360;6581627437158340;6477494892535110;3.17;2359215758825930;12379028200737400;5319 Martin Gardens Shaunburgh   MN 99631
7031542926506110;58782181734346700;6486461750760260;4.33;496979327855632;13857835170925100;29012 Jordan Islands Wolftown   LA 74799
4836298195153160;6151659517447020;8252002287640460;4.19;4935412973208950;10351258566511900;472 Hicks Park South Michelle   VT 13422
7402213941948050;6744098524039460;557541385047989;4.2;3005343718853060;1358899686177900;Unit 7807 Box 8697 DPO AA 50317  
6518271262513140;48540516212193;8197046930732840;6.11;4810911230469960;13111459682970800;8336 Williamson Mountain Apt. 487 Caseyshire   ID 82582-8714
54048691053825;439100404524393;7841066299433190;5.2;4217796629192020;9199269985237200;855 Kimberly Flat North Brenda   RI 86613-4043
7228394853234420;5272670246613980;5632025806681980;4.09;4027739453827040;9858660316492670;440 Anthony Mission South Sheilachester   NC 81707
8247602893467880;4920560166296190;6320001130486400;3.39;30985336523930500;11962048862624600;5431 Jessica Expressway Wrightshire   AL 12862
7977183046959260;64869155640793000;7212339702286170;5.05;3061154332843360;1435981219914460;44050 Baker Light Suite 940 Mcdanielchester   NV 62238
5723616688957650;39425308612744900;7974419343059430;3.28;24726104743705700;7528001475251730;085 Hall Hills New Frederick   WA 81713-3087
43952336213929200;5416065414398810;7327671148356500;4.41;25139449943535500;3249819929926850;672 Samantha Stravenue Apt. 802 Emilyshire   TX 04694
5672145495225080;7148240240453150;7541687950134260;3.46;2290414663578880;11276375573666000;41545 Peter Expressway Apt. 766 Carrstad   SD 26832-7957
5665496239019520;5187860246376040;53367782194170400;3.31;25801965928848900;23931993417545100;3677 Gamble Road Apt. 473 Lake Laurie   MO 96320-4134
4018573389147770;59497630325315700;5753579051240720;4.01;3776666757213730;5292820843920940;551 Bradley Lock Suite 096 Shanefort   MH 03266
7122738881469190;6996436453156050;8006614296026440;4.21;2009629141718860;1455691796506950;10454 Gonzales Summit Apt. 065 Chambersstad   AL 93059-4957
52444863862574700;8190784777556480;7162284528414500;4.38;39288460146024500;13715273270118200;95608 Nunez Cliffs Millerland   PW 96516-2702
568257473261952;6558666036242630;77928758946265800;6.46;4347477737887540;12314521888837500;09035 Yolanda Lakes Apt. 617 Camachoside   NV 38241
5562189910395660;37359417914541700;6868290757394460;2.3;63184613147230300;110264111402327;704 Davis Valleys Suite 264 Collinstown   DE 61159
665100093229711;5046818339989980;55275865895779000;2.47;29293618951811800;7582626121106530;108 Wendy Heights Suite 575 South Dawntown   FL 32058
62639159808276400;5550184070769610;5457060934698820;2.27;27812685913765600;4769714559427720;4540 Henderson Canyon Apt. 901 Turnerton   GA 09258-6031
7945282305817700;6149033107470280;690729663198371;4.49;44852092495039300;17066899397544100;548 Lawrence Wells Apt. 239 West Emma   AK 13256
8313739364212750;5395238141507920;5790228358629580;2.46;30482564587483900;10797451185021400;Unit 1552 Box 3165 DPO AE 06786-3524  
6914347075890640;49822730425690400;6811614747396240;4.28;244052827202131;7665943397096980;5762 Davis Islands North Bradley   IA 86152
682776727800225;5930549621373850;54119531029997500;3.46;3809986748550600;9050452177063720;24421 Lang Terrace Suite 680 New Peggy   WI 56339-7796
7225103755476080;6669852608240110;7147346333159280;4.3;3487859725281930;14251147177661400;821 Thomas Lock West Pamela   ME 68927-5573
7137397903539950;5466350329009450;7104610564519230;5.32;51509599291698600;15125424410778300;206 Hayden Pass Apt. 154 Mendozastad   SC 79371
8150347406014870;6776381473197900;6724439169509670;3.15;4667436500679370;16503421306428000;474 Sanford Creek Seanmouth   MA 72287-3448
60569199933580600;7606682442390900;8416866964430870;3.23;16351202874057500;11125484789896800;99704 Carroll Squares Lindatown   NH 36394
726835298750081;6033750500630610;6753219361038820;3.47;18539100697544800;942508962238668;1512 Jamie Inlet Suite 784 Grimesside   ID 88370-3426
7376356610588340;6416791877216490;7721937077718250;4.43;3855070736292780;1642844648635580;769 Alexander Ranch Clarkberg   MS 67017
7578062112250900;5100682905634140;7090924493584600;4.45;3494498176104170;10787132270293700;514 Hanson Garden Suite 188 Hamiltonstad   NC 25641-9151
7788287702005170;6105278889035900;7036667011921420;6.01;2752874641975040;13338654377201400;4594 Megan Fall Suite 136 East Jaredfurt   MA 40874
7060837229447370;4438005315739730;728118344207785;3.36;2438760789571020;6840499193111220;4178 Mcneil Lights North Dawnshire   PA 34945-8793
6778287109404430;5670682598219190;802778505010317;6.24;46608226117185600;13110674456660400;57864 Andrew Ranch Suite 556 North Alishafurt   AK 32981-0368
5771475253464830;4964759602963370;7798048421165120;5.4;5310099890821940;11721334868414900;107 Reid Estate Suite 323 Johnstad   MI 66292-5193
8861386990128870;34799854148460600;7559136434323110;5.17;4290509538060700;14195362589499200;611 Lauren Flat Suite 569 Lake Mary   IN 77960-4493
7355942856263320;61569907358968200;6962139585714700;4.39;34374591199644200;12884266939028500;37058 Chris Route South William   VT 39597
8177562654619160;5772011878368560;7496476798320890;6.34;30070728060908300;15009398265608600;879 Jones Dale Apt. 502 West Kristin   UT 41479-6892
42462099587312500;6039003283921590;8058236767739710;4.18;42191776016416900;10000871206321400;5860 Angela Landing Port Phillip   RI 06555-6716
7209685211189120;6398037241945180;9321334129741960;3.32;315843793734367;14577675326477300;44822 Little Lake Waynetown   PA 79649-4781
4392199998719330;58597302350433700;74058879517249700;5.08;4225079603197360;7479334869386140;3112 Wells Parkway Apt. 414 South Emilychester   MD 63012
6411495832311570;66152820972409800;7336962829683280;3.32;25273207851678700;10247382849269800;092 Melanie Vista Suite 316 Lake Kathystad   ND 52672-8629
7757387071050300;4977367374236420;8005913673905320;3.09;3905511426283600;1517666854519620;6481 Cox Island Angelastad   PW 67519-1207
7003683153432560;6294500494706140;61695121751957100;2.33;2506426711967290;9538406976020300;537 Petersen Common Suite 992 East Marymouth   MP 64010
7118373750529330;5409874134777450;7401814643488830;4.09;4695501012923140;13754979729216100;1442 Elizabeth Rue North Jasmine   ID 74627-1634
6731559537240110;66399483415711300;8854531011287870;4.15;37811208875140400;16455300559431800;30425 Steven Loop Apt. 820 Alexiston   VA 51592-3127
7281380168675960;8543764348417680;820404715388475;3.42;3501484821416970;17270069506782200;309 Ortiz Burg Suite 125 West Lisa   VI 49031-0820
730233256097092;5691798357899340;8156580335469950;5.0;4051289326740040;15973304114850000;981 Tabitha Point Candiceland   IN 88442-5459
6756987705498300;7058241203738330;6702655680753090;4.11;4905487129695440;16882793081102400;27060 Angela Pines South Amber   IN 40642-8983
6997285224982890;6444044968280160;7295573321677200;4.3;3781549403532150;13983102001422900;8056 Angie Plains Suite 840 Hallbury   AK 63242-2700
7323105159394710;5452384484341150;5108517591632410;3.08;40788109278329800;1100093909275260;27298 Lauren Square Jenniferchester   AZ 53597-7001
805777306842991;5900963185147140;7690169183030460;5.15;3646303326830580;15055605399742400;9947 Williams Mountains West David   MT 44384
64754565448887600;7561983037072780;5672823578720350;2.16;27143016922477100;11059906937738700;000 Todd Pines Ashleyberg   KY 90207-1179
55435643780465100;51344726456699300;7882091494816680;5.12;23503160639672800;7890438511966030;791 Kelly Street Stanleyton   NV 10317
6551066002904730;4340528836237950;54325887299502800;2.26;4511181138755740;7563197340442670;PSC 2733  Box 2603 APO AE 48198-5637  
8285594000381270;68130648947200100;8213717354572600;5.37;3695433555676740;18567827829208500;82519 Natalie Divide Suite 931 North Alfredside   AR 41817
893384533739702;3983346134481610;6611314225797690;3.22;4126490671543540;1222020821335910;15919 Anthony Center Suite 276 Cunninghamville   IA 87691-3881
4599012374178140;6788986819411200;7207150836054910;3.36;41553839562305000;10439683994445300;237 Stephanie Corner West Thomas   FL 46330
7680149677767180;6264613212088160;7343435591828480;5.44;48481664506376300;16732942461963800;69955 Kenneth Garden Brandonstad   GU 24710-6505
6160692173744270;68958493296076500;6004365015081180;2.06;4049606976891660;1325860533421930;Unit 9785 Box 0790 DPO AP 60371-0797  
6542831170267170;6528543308944540;7640040242343180;5.41;3314130822618050;1236044315553220;89223 Walter Roads New Michelle   NE 63488-7495
5669758514776180;6396024278861540;64634550677305000;2.13;37973363339941700;10307596998373700;981 Gray Way Suite 788 Juliefurt   SC 97233
9215166658372380;5640918859475770;6509836776534060;2.21;37067682458651100;16095818042977200;53516 Michael Greens South Scottbury   MP 82773
7855593285059990;5904536932043270;6211583195869270;3.39;29758999722653400;12922870948426900;6513 Terrell Camp Suite 520 South Tiffanytown   TX 35726
7220415621550730;5338032190344100;7617082958012170;5.25;28943157635514400;10576977028297900;565 Lee Glens Suite 921 Austinland   MI 07393
51741870969719500;76940687224767300;4406835937850680;2.45;32730929711979700;7681527910253730;107 Archer Inlet South Megan   ME 03090
7108211277672210;7608168693471370;6699729139599940;4.36;31327518878734900;1513427551164360;967 Susan Union Apt. 653 Costastad   IA 98079-8428
7132870444051370;6621665739810690;6932756350447910;4.36;28053016396977700;14294976171416500;510 Williams Inlet Apt. 674 New Timothymouth   TN 72339
6715006068981520;6442420802761770;7842278374422230;3.01;3991787888580140;13769699288002900;16913 John Fall New Lisa   NM 04867-0517
5977737268844610;4681452167115320;5709652813938660;2.43;3783651781926220;6147007371485090;73229 Andrew Trace Alyssastad   WA 60269-5659
6272540054038700;5960139166913750;7053248075621500;5.39;19750689081038100;7806089935174570;812 Salazar Ford Tylerhaven   MI 62448-7958
655334149245086;5948015640868420;6727120954140350;4.37;2500219225225960;85654894412853;PSC 4589  Box 3480 APO AA 84355-0532  
7829370356130480;5967157156792210;6600855739232920;2.23;4712553294160800;16560800890892600;3114 Garcia Centers Bettyport   SD 06524-6877
7437133687656340;6720799206928310;6728642774945410;4.27;3318670175765980;12499140785097100;784 Gray Gardens Suite 341 West Michael   WA 27160
5666440438861430;6924423084683870;62360059846528500;2.13;283642866607879;8174604216248230;7022 Smith Cliffs Apt. 317 Moseschester   MI 12476-3003
6005890615447560;63671125352804900;59826694766018300;4.38;33581823708989600;9908931600715700;37513 Robert Courts New Sarahfurt   PR 15188
63757051474124800;5805475824446060;8084123473514090;4.1;2724443911301610;9720795875536920;5098 Pittman Spring Apt. 987 Heathershire   CO 24944
8102660677735890;6278111189816940;8133307932262170;4.29;24407243175577700;1349989646728480;USCGC Johnson FPO AA 50443-5069  
8368336054348400;6083634063325580;7167066816637950;3.48;38399835710872200;13035422825080700;715 Jones Glens New Melanieborough   DC 66078
5610391700162960;4725540702500730;4129733360831910;3.4;4133060855618450;5937661847676770;7291 Tammy Run Farrellside   HI 31913-1175
6745421309655270;4832160529215760;7573134683927580;4.1;4923740432399910;12439188107245000;206 Huang Junction Suite 611 West Samanthashire   NH 29756
6763123514352600;8301924703003040;6491297608638340;2.32;24624647796888800;1395855656281700;3127 Melanie Neck Apt. 951 Davisbury   DE 43748
5298802959564330;6995183898194000;7098708924143650;3.44;3779101751347700;1112314302911400;775 Leach Shore Apt. 133 West Donaldside   FL 03465-3770
59549913909141300;6609092096041570;5943765121754640;2.34;1490624662084760;8500101815527300;2196 Lowe Glen Mitchellfurt   ME 99955-5825
58832504039795100;5819522120551370;7559578680672390;5.13;3020010650861310;93178761793679;93907 Gross Mall Apt. 112 Randyport   ND 03786
7671737133622300;5440850150028350;6061395448697800;4.45;34944068604684300;10111407992689400;39152 Henderson Lights Suite 980 New Michaelfort   MH 75123-0177
7342283219601620;5327629541374900;46939469300755;3.42;50997649707447600;11904421227402500;71055 Margaret Stravenue Jesusshire   FM 69643-5179
5912831877466790;58863098798868500;5571042790526570;2.23;4559238757613130;9161402212497430;2497 Williams Meadows Lake Meganton   OK 76795
6561478487305320;53437252513009200;7610386208439970;6.5;393536839322159;12220450908874600;55752 Erica Springs South Deborahberg   AK 58067-2651
6885140200053380;7060172147369040;6771951062173930;2.34;2212154729015610;123215601224821;4756 Christopher Lane Lake Lauraborough   MT 35794-4306
43531856588705700;6451254749336920;6885661621974120;2.14;3738885260455210;6527529727099420;12008 Lee Parkway Suite 046 Summerston   CT 95726-5540
53763528010829600;733637510375455;7533218756333180;5.15;32306668519064600;12198469185098200;34265 Coleman Flats Rothfort   KY 38490
6894840632844380;8485443766134290;8258065886510110;5.06;40078543566705500;20509884966792700;61907 Jeffrey Street Suite 887 Cummingsberg   IN 54323-4230
7079529884922340;62100445568900700;7582601532072400;3.35;2988745168084390;13590528457646800;370 Huynh Turnpike Troyfort   NH 25371
7244369473006500;5045013622826370;800012082307969;6.22;31190670697535800;13087730784993500;795 Mathis Valley Lake Judyhaven   OK 97082-1217
827816493352588;5668081746956890;7511383043640340;4.14;3958795296455580;15739989022596600;064 Eric Isle West Carlos   MS 38813-0363
6742864355979190;5494795165927530;7565060629398890;6.36;4089702521282190;11829806042717100;PSC 1211  Box 3865 APO AA 83963  
6584130878577280;5587064648985650;6490281845219810;2.07;48253276636479600;10298616229008400;92901 Ray Green Apt. 953 Ricehaven   FL 10526-1650
722575095710798;5046905794520680;6713334010551020;4.32;3354304806432770;10859430760246000;894 Kelley Forks Apt. 702 Port Joanne   AR 01028
7424374683739450;6258816319585470;78024376075531;4.27;4032823343684350;17133513941515000;PSC 6960  Box 0333 APO AA 78454-0482  
7175858761708710;6172785820361120;69096769013295200;2.2;4211514601691980;12976193482987200;PSC 0599  Box 0119 APO AP 10621  
6751112733496080;6671741423249200;6801278162438050;3.36;2316254733803260;10960528677200100;3419 Smith Orchard Suite 230 Port Jacob   DC 58275-0126
7130100706776920;7281558212890790;8452274921378820;4.03;4486950694756130;1920527529755650;1039 Douglas Creek Lake Sarah   RI 65939-0004
5578447533705710;8118399939304380;61766595649697300;2.34;2930417221617740;1035171059640790;424 Crystal Landing Suite 616 Port Garystad   KS 50589-4622
6684069531523020;6705514007161840;7044911117703620;6.28;3270594933115120;1218011060787830;628 Peterson Locks Suite 809 Meyermouth   KY 45309
5809804983671040;7356870637379060;6449420818320210;3.42;43299010773284500;11067050110905300;USS Noble FPO AA 64897-0998  
6625214478922780;5238126268858030;570967182645133;3.14;3365623096067290;6649788737768900;38431 Gomez Motorway Patriciahaven   AS 32966
7322620051200860;672335021813266;7194271725556020;4.03;30464044036834500;13161293090572600;77306 Ann Plains Toddchester   VT 06518-1374
7013851255772640;6319456523066480;6599789183606880;4.37;3343411258912060;1398760046508380;PSC 2070  Box 5168 APO AA 16531-0242  
650416913063262;6202875144913650;6088335077745850;4.17;14486825952391300;7597998758389650;949 Joshua Route Suite 675 Luiston   AR 44078
6816707984417690;5981856486829150;6658310365614530;2.47;13977629784505900;776906326934832;227 Willis Divide Petersview   ID 30955
61300753517797700;5662525532638030;7869698636325690;4.42;29408946391698400;9719289868990350;791 Emily Key North Alexandria   GU 40441-0920
65175548220437500;6578546623571770;6711383337467210;3.45;29829062800820000;11800914978196900;5837 Aguilar Parks Tanyashire   FM 11641
790375215744165;6043842699330270;65723676986902300;2.24;30037991348371600;12017856666717900;04705 Pacheco Fields West Stephanie   SC 35286
7598580471830710;64392025537417800;738555504093928;5.34;50003086586368500;15912347734067700;2680 Jennifer Extensions Apt. 775 North Mike   AK 44839
35963330809062800;34385465143530900;8264121726134200;3.28;24435777301862800;14302736445248100;166 Terry Grove South Michaelhaven   PR 18054
6506990172071450;6169046082811700;5729563124170570;3.45;3677829264008210;1091143398762320;77298 Tracy Valley Apt. 122 Whiteville   WA 04277
60712197689445100;6266859797012060;701005188921746;3.29;47783304889982600;12491736911755200;318 Erica Dam Apt. 542 East Kimberlyborough   GA 75984
7745619159893600;7188786555967510;8038649955104030;3.29;4558192160606440;2002028631998700;9073 White Hills Apt. 440 Port Ericfort   DC 95391
6137032348975750;6529605446379930;6606743696723630;4.3;20600511000269700;8245408963674720;7756 Martin Row East Kevinside   IL 31478-4239
7986328593632920;6697263671523930;6376060218233440;3.05;3504826333847520;151152692112864;622 Duncan Stream West Timothyberg   AZ 17463-7935
5798095419019490;6150067074060420;819557909827194;6.31;25053974898039900;9942575352248870;0379 Hale Path Suite 053 South Hailey   NC 34885-9166
63600686992929300;74030522786296200;5728417582633540;2.03;5353919695227360;13452965544381700;636 Bryan Light Suite 972 Port Daniel   MT 80278-9913
6211352207074280;50004961420508600;832855599528304;6.02;2940114446297040;11663996717979200;3978 Jacob Expressway Suite 998 Port Philipchester   ID 93126-7393
8281089478564350;7089076786027630;68065360546886400;4.39;39779647229715700;18209812191220200;55494 Robin Orchard East Nicholas   MP 49146-3130
6938083776857430;61855059419739300;6115470080853520;4.16;2532768669623830;10239654034107300;5119 Hess Circles Gouldview   FM 26660
6963204045808850;46911063010499800;5563805067980930;2.22;34641565084709200;8893859015842590;USS Harris FPO AP 57241-4816  
6037760711490160;3987009788347530;7035223613688980;4.06;29114288143061000;6167382083315280;688 Hernandez Place Apt. 978 Marisaland   NJ 30710-3277
8210349933765060;6650746733224260;7343427611446130;6.19;4901528464850150;17842608487219300;112 Bradley Knoll North Tylerburgh   IA 39925
4985623049614860;6818452889749080;70801537391746400;5.38;5152883585214400;105054131394844;Unit 6923 Box 8144 DPO AP 20812  
6838698249734810;6758728423884150;68087145741444100;2.11;37894649678955400;13892236071214700;USNS Beard FPO AA 45652-4890  
7828895758836340;6401757145076980;79126747553494800;5.17;2919733649535910;1423908257928100;USS Levy FPO AP 10092-3601  
6076246566267000;4768988509783320;8298090336113190;3.05;4630336459532380;10692384997052500;35040 Mark Via West Stacey   FL 16909
5891330314891570;5482266405831630;7994488630254450;3.21;45563717013846000;1007856266240040;058 Megan Circles Suite 646 Joyceland   CA 71806-0166
6558005596629340;4632527413133980;65612042769579400;3.0;48220315233427400;9243461648024160;140 Whitney Alley Mccartyside   AZ 49843
7702141650498190;6269371897145730;7665643100697550;3.35;2785539454191600;14533124679297900;170 Erickson Keys Suite 106 North Cheryl   RI 98322-7567
7827657242739040;4386270794892090;5218507156074950;4.27;21371923786956200;7826560804195700;5534 Lang Circle Apt. 477 Port Brianshire   MT 26767
7133615008440000;48930131246119400;7701407168570430;3.22;25377136744577100;8036891519380850;711 Brown Streets West Christinahaven   MA 80655
7752812300033760;6860067598150330;7739400145553530;4.26;239767138535978;14398756398384800;23394 Jacobson Rapid Apt. 025 Davischester   AR 89328
6819503374937140;6621485856935870;7801897068741280;6.11;26921603646529200;1270869783171920;714 Snyder Ways Suite 823 Port Patriciaberg   PA 43026
7083402071071150;4304375945877100;7481930315739850;5.47;5349013478404240;1347279207217470;48921 Jamie Radial East Lorihaven   PA 07539-1028
9467004591605550;6926414307024680;8340524424782560;4.41;3952290957037140;21861947925734200;401 Michael Drives Apt. 391 Port Lisa   TN 44690
48524427690013600;7398109965543430;6604115957731760;2.13;41554070402946000;1082486679285120;368 Christine Mews Suite 162 Port Justinchester   NV 08842-1981
8340344524581350;7005353143517840;9404851241028100;3.32;26319720009853600;17001096075385200;USNV Myers FPO AA 04299  
7521909501681030;7251429680005990;6614439023554390;3.36;3786358217694540;1623100839875620;16051 Jared Centers Apt. 104 Port Greg   AL 02346-6849
6814592038573080;5474098801455810;5786855348445020;3.22;3918776583261410;9433094486039540;0470 Marquez Forest Apt. 954 Gutierrezfort   ND 37099
8491397675488080;4759494792928600;65147002611153000;2.17;46136029901116300;14096844851189100;53800 William Causeway Suite 602 Wallaceland   TX 92881-0851
8233699245357400;65539220908886500;6289606881113920;3.06;379653742068789;13264816746851500;1470 Angela Bridge Taylorton   DE 05823-8649
5196216124103680;5510917603821720;6977103331552930;3.07;17403090747900300;40464360224269300;613 Walls Motorway Apt. 209 Allenshire   SD 47296
5716941546482960;5959288963614950;6373969072487640;4.36;479669168301658;11766550853813100;14455 Jackson Point Apt. 513 Davisside   ND 07029-4712
57925044699705700;32148681463036700;69888177423802200;2.33;43867844544727700;6338759302099620;1383 Cathy Common North Tinaborough   RI 63027
7790582718934210;50412092032147500;7881143831944990;6.0;29282573814085400;1390251419934080;PSC 8265  Box 9914 APO AP 20327  
6271455443356060;4861475958912130;5340058389713900;3.06;4199856887992180;8611381836401300;485 Whitney Shoals New Nancy   NJ 50907-1426
6490103106668890;446027608832186;6734748724110590;3.41;4745238543448380;11512330954609300;1158 Beth Hills Suite 739 Kellybury   TN 88438-6320
5115673942606780;5594270942207960;6976381319424370;2.39;2575328312030550;686644610408734;23708 Klein Stream Suite 762 Saratown   AR 52517-8911
6376677164025530;6951789882380790;7427873072665790;6.36;3303619962075120;1261681960817620;19279 Nelson Road Apt. 815 Kennedymouth   FL 66666
6146093949171620;6682596211813;7400037920098200;6.21;40814928512838400;132781134262042;0562 Kenneth Road Port Joshua   FM 86787-9400
6190759334528660;70178378247429800;6440255754985620;3.25;43828947207425700;13390960772451300;7521 Gregory Meadows East Johntown   CO 93230-5255
7280514665188140;4665514926561350;71004435684078200;6.1;308746988626576;98735596092124;USNV Cantrell FPO AP 40438  
6620456507433800;5594183136688460;8589659888934540;5.1;3618505005613950;13844783045482500;23596 Hamilton Avenue Suite 837 Matthewmouth   MS 95493-2590
7454814309833030;6353116423156820;5116256419308320;3.23;40444191172113100;116891940079419;USNV Stanley FPO AP 27028-3977  
7645379463376960;6221479752470390;58996903516835400;4.22;5149766578425830;1522099830788920;493 Murphy Corner Michelleport   NV 33967-4123
7935461760098440;6194584198814380;5364679402688270;3.32;31568895691776100;12603749663434900;Unit 1144 Box 0152 DPO AE 59378  
7006423657852200;5360253241823510;47474997920216100;3.12;28122233381548800;857762316993493;Unit 3834 Box 7401 DPO AA 64737-4858  
7455971663828050;5170162650129530;6859309642595980;2.2;2989206843070590;11264504261744400;969 Phillips Club New Diana   MT 40096
8232173111166650;5911488488675620;6813649607750620;2.33;4861626462527150;15740849269837400;537 Gonzalez Plaza Mccarthyland   ME 81042
4352681458764200;6119019069930040;6274272190609540;2.5;3976020639991660;4692628155752140;5684 White Brooks Port Josephtown   AR 95549
7176985887506040;6067195467437110;6849294596421220;4.18;2817339447065810;11141690373830000;96301 Allison Falls Suite 515 New Courtney   GU 66573-9604
8905692119447170;34107856582579600;7121999355343810;5.5;60658295873207800;1792368627274570;Unit 0303 Box 1245 DPO AP 90327  
6641843057031600;5737583090598620;8051738726817820;3.49;4531999303945670;13838421850595900;7082 Mosley Crest Apt. 431 East Walterfort   MI 80069
4443987401438510;5604261415556800;7824070197841200;5.38;3793496743265510;6913182401412780;47971 Larry Ville Suite 410 Tylershire   NC 68512
6934300930853990;5921443805430960;9141241979287740;5.3;3011383269414470;124507033791015;173 Richard Well Rachelbury   OK 77886-1242
9599767109975870;6685863207714420;6993422377988170;3.43;47128880986602600;22207990691561600;86892 Webb Trafficway Suite 809 Angelachester   UT 84457-8708
6261616582309070;4844336295750850;6803100239627540;2.3;31010221421538300;8548151175016200;547 Howard Alley Suite 447 Nicoleville   ND 59356
7639384648432320;7306675204589920;9428035063813850;3.17;4636169458202520;20923483772236500;581 Derek Coves Josephburgh   PW 37956-4189
5584016559816390;49502025847637800;7650712388699820;3.04;30795107993265800;7812130669276180;Unit 7278 Box 9019 DPO AE 72927  
698822739259536;5646557664312890;564764584969608;4.35;19544751963598800;7268838689485130;074 Davidson Row Lake Davidbury   WV 44303-5567
8709918848708180;67563722134233200;64006850493111700;3.18;44581747577851800;1640990378462930;50864 Chang Manors Apt. 505 Kimshire   KY 55244-2271
6771674822238070;643111928749401;7753988754844700;5.28;4056218894767970;15357819598291900;3914 Gina Turnpike East Valerie   GA 59492
6962478633551420;65652759005356000;7462821323418550;4.18;57644209074964300;17377590500294500;283 Mcdonald Keys Colemanmouth   WI 15244-6859
7870667573524550;5922854638366420;8334513970178870;4.2;3641472944506630;1550702478402550;120 Peterson Place Apt. 673 West Aaron   OH 93623
61321589363718800;54580324748342800;9502520111491690;5.05;2988876471241780;13488734268637900;43045 Felicia Ports Crossbury   VA 62660
6270971267281080;5732425465603280;7060947189283720;3.22;34182496173997400;955445853671163;10208 Kimberly Flats New Jasonchester   TX 11608
663005052834895;6671579547990640;8282587473528080;6.13;3850195509617410;14679105694426000;27274 Gordon Street West Loriland   NC 74388
7512680507845550;800820950199639;784597120212392;5.09;36544318587356600;17429387760231700;383 Joseph Road Natashahaven   FM 16085
6825183532679380;8335360241027190;7072024549468230;6.02;38203173532082200;17956309127150100;42685 Donna Prairie Andersonbury   OK 38121-2420
8517520062562050;7750851660618920;7271163221765710;3.11;32854505375208700;1305972219978070;792 Angela Forks South Tylerfort   WI 00472-1022
6238192328622960;6777764028731910;9794898313879160;6.19;31391268467611100;1433542021277520;0405 Miranda Bridge Roseburgh   MP 42100
690994035122311;5600101650690400;5408604779515620;3.49;3754031002608570;9213969752541510;136 Linda Manor West James   MI 99577
7324682218245720;4936845338855040;7536187342180330;4.15;47332138623987400;14053998550982400;046 Emma Brooks Suite 819 Lake Christine   OH 38576-3876
5990182895425520;5685544439327610;80431998436733;6.49;30210764655365000;10885488265538700;343 Samuel Pass Suite 476 Kimberlyberg   ME 70939
55038059114249900;4469567273296510;8852673818992910;5.09;2770102065190120;7380306498645380;USNS Greene FPO AA 65033-4012  
6950511150958690;73523504527797800;10759588335938600;5.14;48112200174348800;22352947182697500;0665 Dawn Overpass East Sarabury   CA 82390
6796483177672140;7025035017135470;6210030142376670;3.27;528311531141525;15642525257374800;8911 Ashley Mount South Brian   TX 93120-1212
7111235029648060;5612677070884990;7419542404093390;4.26;24134413995578000;13099373987664200;818 Huffman Manor Bradleyberg   VA 36874-2726
7675926927966870;7983741985493150;7613237024552510;5.26;2375236100885610;1660770001712210;97953 Martinez Tunnel Apt. 675 Williamstown   IA 03085-1191
8298842745264230;6099322337620450;8473380770157920;5.12;31142842025721100;14854181022610700;48349 Garcia Cove Suite 251 Port Jessica   NV 82266-4694
7110673804072520;54602382850599900;59626122834114700;4.39;2586192822986030;8861247256403730;65540 Deborah Lakes Suite 696 South Williamburgh   MS 36354
7551646278147550;6186440468365170;628875153630908;4.47;3552104918077710;14110240439091700;858 Melanie Ridge Port Elizabethland   WV 46546-6515
6080510330479100;4170949099405260;7347941422586310;3.16;31185883332321900;6713439417927800;29430 Garza Mall Smallmouth   LA 27750-6274
61865423218379200;5890156539249270;6220692268755930;2.0;4149218016776600;9925853823256800;07367 Jason Square Apt. 543 Lake Jenniferburgh   DC 91157
6424179222928460;5328137977606170;7253737123937520;6.01;27768584554921700;9445901588346950;9425 Chad Ways Suite 792 North Melissa   MD 26354
7769723564844190;6138120631446180;72678476323349500;4.35;4052328930089280;13999090486968700;3426 Tamara Circles Apt. 239 South Mauricefurt   DC 47214-8682
63044460096096100;5935261391452760;5913453614518460;4.1;32725279543574900;8650995233723280;392 Jonathan Divide Donnaland   ND 01024-1699
741024908597829;6206707264725820;6682487909329290;4.38;4397151413514140;1394423555643980;PSC 9526  Box 2287 APO AE 35608  
6251410855666420;4931569621101400;61940683630483700;3.35;4089161562751910;8138076997244990;119 Nichols Flats New Robert   MS 49220
6323756575706040;74262969888725000;5300989403017110;2.06;55849948059136500;13161804935914900;USNV Cunningham FPO AA 38594-5290  
7595145249116090;5440611042956550;6999579342248530;3.09;3112555872988550;1212205340652620;100 Garcia Track Apt. 378 Schneidermouth   KY 87806
